"year","pages","author_count","Topic_STM_1","Topic_STM_2","Topic_STM_3","Topic_STM_4","Topic_STM_5","Topic_STM_6","Topic_STM_7","Topic_STM_8","Topic_STM_9","Topic_STM_10","Topic_LDA_1","Topic_LDA_2","Topic_LDA_3","Topic_LDA_4","Topic_LDA_5","Topic_LDA_6","Topic_LDA_7","Topic_LDA_8","Topic_LDA_9","Topic_LDA_10","cluster"
2001,2,4,0.0104701233838693,0.0196859075881314,0.0353460323703624,0.0241710919497981,0.0249367147124144,0.827497150233878,0.00901144566710423,0.0151273668890712,0.0161596157959989,0.0175945514093721,0.142857142857143,0.0892857142857143,0.107142857142857,0.107142857142857,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.107142857142857,0.0892857142857143,"0"
2001,2,3,0.00574716087823952,0.0114890826502331,0.0210873074804568,0.0138922618034404,0.0142322046322151,0.901865339585448,0.00523105152480866,0.0084704406551879,0.00743207552158933,0.0105530752683817,0.112903225806452,0.0967741935483871,0.0806451612903226,0.0806451612903226,0.145161290322581,0.0806451612903226,0.112903225806452,0.0806451612903226,0.129032258064516,0.0806451612903226,"0"
2001,2,3,0.0175903431884921,0.0300939405634056,0.053476044644622,0.0373881004441283,0.0388831287259973,0.726271213315652,0.0141421943218963,0.024221663581224,0.0311425940670463,0.026790777147536,0.12962962962963,0.0925925925925926,0.0925925925925926,0.12962962962963,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,"0"
2001,1,3,0.0145773788572338,0.019047799434555,0.0352502334352332,0.0272566580498036,0.0314505894989485,0.523443154101608,0.0143051917075303,0.0239216953657629,0.0373857602363401,0.273361539312984,0.155172413793103,0.103448275862069,0.103448275862069,0.103448275862069,0.0862068965517241,0.103448275862069,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.0862068965517241,"0"
2001,1,4,0.0175903431884921,0.0300939405634056,0.053476044644622,0.0373881004441283,0.0388831287259973,0.726271213315652,0.0141421943218963,0.024221663581224,0.0311425940670463,0.026790777147536,0.125,0.0892857142857143,0.0892857142857143,0.107142857142857,0.107142857142857,0.0892857142857143,0.125,0.0892857142857143,0.0892857142857143,0.0892857142857143,"0"
2001,1,4,0.00941703307562689,0.00968929477019079,0.0134578560374923,0.568436004545532,0.0151581924819187,0.129066926169063,0.00898307819685428,0.0124124309768517,0.0297148441315043,0.203664339614965,0.106060606060606,0.0757575757575758,0.0909090909090909,0.0757575757575758,0.0909090909090909,0.227272727272727,0.0909090909090909,0.0757575757575758,0.0757575757575758,0.0909090909090909,"0"
2002,1,3,0.0135102043194501,0.0235447342560484,0.0419398957536946,0.0293745484555146,0.0305275777556651,0.786752548542909,0.0118160718143282,0.019296343892067,0.0211057051703176,0.0221323700400053,0.148148148148148,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.0925925925925926,0.111111111111111,0.0925925925925926,0.0925925925925926,0.0925925925925926,"0"
2002,2,3,0.0182185039566564,0.0299684722977831,0.0530155998609298,0.037675215073884,0.0393425396267637,0.722148096655004,0.0153121143371327,0.0252971354153333,0.030858314761464,0.0281640080150491,0.137931034482759,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.155172413793103,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.103448275862069,"0"
2002,2,5,0.0132471753207812,0.0199773923299728,0.479381195903312,0.0230276097558482,0.0286982626253094,0.35157461157246,0.0157777238498355,0.0237144687894536,0.0262479823960685,0.018353577456959,0.178571428571429,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.107142857142857,0.0892857142857143,0.0892857142857143,0.0892857142857143,"0"
2002,2,4,0.0119439792570058,0.0242729675470401,0.0362315957809125,0.0305080658136579,0.0263417683528803,0.806113432209019,0.0102295414721996,0.0163232788981986,0.0187124081894069,0.0193229624796788,0.15625,0.078125,0.109375,0.09375,0.078125,0.09375,0.078125,0.109375,0.09375,0.109375,"0"
2001,2,4,0.0216301278667343,0.0390052769711522,0.192312467834983,0.0273574838486122,0.0227082884267273,0.193167776282721,0.0115892335096119,0.0212503756286606,0.378496370623796,0.0924825990070023,0.17741935483871,0.0806451612903226,0.0806451612903226,0.0967741935483871,0.129032258064516,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.0806451612903226,0.112903225806452,"0"
2001,2,4,0.0152029070624724,0.0178301526414671,0.0330957530481595,0.0285833619518922,0.0315735734818148,0.350148731303903,0.0150026473367951,0.0247301310664759,0.0450322239522769,0.438800518154743,0.125,0.107142857142857,0.0892857142857143,0.107142857142857,0.107142857142857,0.107142857142857,0.0892857142857143,0.0892857142857143,0.0892857142857143,0.0892857142857143,"0"
2001,2,3,0.584138244190225,0.0266628752657768,0.0237534412714191,0.0243394700227594,0.0225732598461144,0.233479169916937,0.0139903922436438,0.0164298572140391,0.0396925554103284,0.014940734618757,0.171875,0.109375,0.140625,0.078125,0.078125,0.078125,0.078125,0.078125,0.109375,0.078125,"0"
